ticker,earnings_date,analysis_date_revr,season,year,quarter,revr,analysis_date_ievr,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio,vol_st,vol_mt,normative_realized_vol,methodology
EMN,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.3875531394927647,2014-12-31,2014-12-31,29,1.1729328902705252,0.2239963333333333,0.2627326666666666,1.1171090665377916,0.3987302510213898,0.287362148282948,0.2243109694357986,ST/MT Ratio (Expanding EWM)
ALB,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.5765610252990756,2014-12-30,2014-12-30,29,1.074628384825802,0.235795,0.253392,0.9103702559746728,0.7530648320331876,0.4776629765348476,0.2287897915590689,ST/MT Ratio (Expanding EWM)
CHTR,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.1838392335257966,2015-01-07,2015-01-07,29,0.9211090601615952,0.3015766666666666,0.277785,1.1234122093783778,0.3356539359737484,0.2835299983884461,0.2121262942035966,ST/MT Ratio (Expanding EWM)
SIRI,2015-02-05,2015-01-06,Q1 2015,2015,Q1,0.8974300493437642,2015-01-07,2015-01-07,29,0.9563961070576354,0.2438755552443781,0.2332416316422426,1.0007697567792777,0.1311066014703934,0.1460911650621278,0.1265807386631867,ST/MT Ratio (Expanding EWM)
AMP,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.1316514375708104,2014-12-30,2014-12-30,29,1.1708360318556106,0.1873453333333333,0.2193506666666666,1.1213340028011944,0.1617450867565725,0.1429283623796498,0.1410282047841686,ST/MT Ratio (Expanding EWM)
KSS,2015-02-26,2015-01-27,Q1 2015,2015,Q1,0.8967656662729013,2015-01-28,2015-01-28,29,1.1394311656486598,0.2187279999999999,0.2492255,1.0268279924492256,0.2198936738365107,0.2452075074979435,0.2137371715385752,ST/MT Ratio (Expanding EWM)
ROST,2015-02-26,2015-01-27,Q1 2015,2015,Q1,1.4475696023058784,2015-01-28,2015-01-28,29,1.208869498340534,0.193737,0.23420275,1.1080073917526825,0.3568508986785411,0.2465172645999904,0.1901835198977012,ST/MT Ratio (Expanding EWM)
PCAR,2015-01-30,2014-12-31,Q1 2015,2015,Q1,1.282335834419232,2015-01-01,2015-01-02,29,1.1232720734537618,0.2065625999999999,0.2320259999999999,1.331509650109678,0.2607857962854975,0.2033677834508984,0.1476875582289528,ST/MT Ratio (Expanding EWM)
SWK,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.4794118627717754,2014-12-31,2014-12-31,29,1.2622903481964531,0.166228,0.209828,0.9440411110789728,0.2388665176108919,0.1614604584577007,0.0969099047262402,ST/MT Ratio (Expanding EWM)
MNST,2015-02-26,2015-01-27,Q1 2015,2015,Q1,1.5369848154573984,2015-01-28,2015-01-28,29,1.1166309938105223,0.2768269872946944,0.3091135939364474,0.9085083054335652,0.667344010756607,0.4341903732848584,0.2588113365879547,ST/MT Ratio (Expanding EWM)
ICPT,2015-03-02,2015-01-31,Q1 2015,2015,Q1,0.9060693395416892,2015-01-30,2015-01-30,31,0.9294429093134122,0.8328180115533824,0.7740567955867868,1.0572122109192634,0.7084653300459866,0.7819107204359708,0.9642554558746346,ST/MT Ratio (Expanding EWM)
HAR,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.5104892897292943,2014-12-31,2014-12-31,29,1.3263740086133176,0.2601785,0.345094,0.942045254208627,1.0520992634019466,0.6965287808101577,0.2990997226472569,ST/MT Ratio (Expanding EWM)
CHRW,2015-02-03,2015-01-04,Q1 2015,2015,Q1,1.364796525145701,2015-01-05,2015-01-05,29,1.0476457539446076,0.2662706666666666,0.2789573333333333,1.0731114696735526,0.3257083323903174,0.2386497374438624,0.1698768262724589,ST/MT Ratio (Expanding EWM)
EL,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.4629298497272738,2015-01-07,2015-01-07,29,1.212536461839279,0.187182,0.2269649999999999,1.122576922650156,0.3436055522476745,0.2348749342367517,0.1379872180815073,ST/MT Ratio (Expanding EWM)
CME,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.1873590455439953,2015-01-07,2015-01-07,29,0.9489427357837308,0.253295283788827,0.2403627195596859,1.60933853802325,0.2493196835702812,0.2099783418553518,0.1978787755339196,ST/MT Ratio (Expanding EWM)
PANW,2015-03-02,2015-01-31,Q1 2015,2015,Q1,1.0989296494035097,2015-01-30,2015-01-30,31,1.139257194929052,0.3796975605050923,0.4325731777024355,1.097778668782489,0.2992505538265355,0.2723109290835553,0.2708772854093432,ST/MT Ratio (Expanding EWM)
NFX,2015-02-24,2015-01-25,Q1 2015,2015,Q1,1.26495559120303,2015-01-26,2015-01-26,29,1.122316761144722,0.456367,0.5121883333333334,0.972335343885358,0.8495047263868108,0.6715688141896693,0.6731006993938994,ST/MT Ratio (Expanding EWM)
LNC,2015-02-04,2015-01-05,Q1 2015,2015,Q1,1.2645404944160044,2015-01-06,2015-01-06,29,1.0355777020533612,0.2783485,0.2882515,1.0576390232505504,0.2632060193054052,0.2081436066837544,0.1442395133239067,ST/MT Ratio (Expanding EWM)
TROW,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.265747349611597,2014-12-30,2014-12-30,29,1.3384408375437975,0.130429,0.1745715,1.0619599321057502,0.1341413060683755,0.1059779474233445,0.0880227046456452,ST/MT Ratio (Expanding EWM)
GWW,2015-01-26,2014-12-27,Q1 2015,2015,Q1,1.3884392150951486,2014-12-26,2014-12-26,31,1.1289790828571673,0.1756214999999999,0.1982729999999999,1.1116001900191823,0.2599349353906071,0.1872137667710531,0.1574639857882552,ST/MT Ratio (Expanding EWM)
ALLY,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.174096352207819,2014-12-31,2014-12-31,29,1.113310249362731,0.250679,0.2790835,0.9073792820809528,0.2968709655970287,0.2528505987083431,0.1704610070529041,ST/MT Ratio (Expanding EWM)
CLX,2015-02-04,2015-01-05,Q1 2015,2015,Q1,1.23296626714655,2015-01-06,2015-01-06,29,0.9474918483416508,0.2266409999999999,0.2147405,0.9725013757778436,0.1992450952268889,0.1615981722581926,0.1501334945163682,ST/MT Ratio (Expanding EWM)
KITE,2015-03-26,2015-02-24,Q1 2015,2015,Q1,0.9948596425762192,2015-02-25,2015-02-25,29,0.925659820897182,0.791389,0.732557,1.0231511528387216,0.7806274549888841,0.7846608924324497,0.8287774209359016,ST/MT Ratio (Expanding EWM)
SYK,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.2862944939046457,2014-12-29,2014-12-29,29,0.9132888397525408,0.2338165,0.2135419999999999,0.9148037231889924,0.1533779863167855,0.11924017947958,0.1141323053206023,ST/MT Ratio (Expanding EWM)
ETR,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.1188873052366706,2015-01-07,2015-01-07,29,1.0775828065907185,0.2011313333333333,0.2167356666666666,0.9860004797472228,0.2547747130951874,0.2277036408428073,0.1941859238802415,ST/MT Ratio (Expanding EWM)
HOG,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.324908577270239,2014-12-31,2014-12-31,29,1.2882343640017546,0.196054,0.2525635,1.0396325446185095,0.2708398521783409,0.2044215403423253,0.1936539941267644,ST/MT Ratio (Expanding EWM)
GME,2015-03-26,2015-02-24,Q1 2015,2015,Q1,0.834375656292053,2015-02-25,2015-02-25,29,1.381295253369226,0.3379649636233487,0.4668294000580347,1.2197754547941002,0.2753775523103575,0.3300402525334083,0.3926573321590964,ST/MT Ratio (Expanding EWM)
TRIP,2015-02-11,2015-01-12,Q1 2015,2015,Q1,1.5971962139233042,2015-01-13,2015-01-13,29,1.333332977611448,0.3512107706960434,0.468280902661367,1.0218972787847724,1.1071468563249465,0.6931814930899345,0.3637144286041391,ST/MT Ratio (Expanding EWM)
PVH,2015-03-25,2015-02-23,Q1 2015,2015,Q1,0.9375963146432872,2015-02-24,2015-02-24,29,1.1200842456786142,0.263515,0.295159,1.0328934567887105,0.2550738122879451,0.2720507838013304,0.2737335821038928,ST/MT Ratio (Expanding EWM)
ZTS,2015-02-11,2015-01-12,Q1 2015,2015,Q1,1.1707377597846569,2015-01-13,2015-01-13,29,0.9329089730176756,0.3483141504559024,0.3249453963893401,0.9664423524358378,0.2616151277354501,0.2234617663511349,0.2245279056244916,ST/MT Ratio (Expanding EWM)
LVLT,2015-02-04,2015-01-05,Q1 2015,2015,Q1,1.0170611843168158,2015-01-06,2015-01-06,29,1.2519757458634553,0.2707332,0.3389514,1.018130451573846,0.1828194646248596,0.1797526711705784,0.1799894483929437,ST/MT Ratio (Expanding EWM)
HIG,2015-02-02,2015-01-03,Q1 2015,2015,Q1,1.0543131256950542,2015-01-02,2015-01-02,31,1.1367227185322173,0.1842023585185487,0.2093870057352508,1.6040623957290625,0.1061119997968589,0.1006456215053804,0.1007062313023951,ST/MT Ratio (Expanding EWM)
MJN,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.0997729884341805,2014-12-31,2014-12-31,29,1.129995866368105,0.2552235,0.2884015,0.9007767153270534,0.2156908082647821,0.196123027691265,0.207069663897378,ST/MT Ratio (Expanding EWM)
NUE,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.111854276126181,2014-12-29,2014-12-29,29,1.095555659063981,0.2126611153544232,0.2329820883893965,1.1714427060216008,0.2212874404674307,0.1990255784583747,0.1964722376675809,ST/MT Ratio (Expanding EWM)
YELP,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.5681449631332014,2015-01-07,2015-01-07,29,1.3397733009422983,0.4855426958167933,0.6505171403228875,0.997809900221436,1.168948914778035,0.7454342183023943,0.460476581002937,ST/MT Ratio (Expanding EWM)
CTXS,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.0026744457864414,2014-12-30,2014-12-30,29,1.3214850215353275,0.214686,0.2837043333333333,0.9916048073524214,0.1832290026701822,0.1827402737151316,0.1713149732455107,ST/MT Ratio (Expanding EWM)
MDVN,2015-02-25,2015-01-26,Q1 2015,2015,Q1,1.0472421919770802,2015-01-27,2015-01-27,29,1.0626177040681606,0.4693484132831843,0.4987379333310115,0.9837260815245054,0.3787177859286028,0.3616334300030678,0.339571446117158,ST/MT Ratio (Expanding EWM)
FL,2015-03-06,2015-02-04,Q1 2015,2015,Q1,1.066688306320346,2015-02-05,2015-02-05,29,1.2745904088390505,0.2426504999999999,0.30928,1.0230920017227432,0.2806041349312542,0.2630610397326167,0.2603509772855395,ST/MT Ratio (Expanding EWM)
AFL,2015-02-03,2015-01-04,Q1 2015,2015,Q1,1.3717597306092173,2015-01-05,2015-01-05,29,1.0145594684088062,0.178784,0.181387,1.1837414120114371,0.169307352134795,0.1234234745027857,0.0924968965643512,ST/MT Ratio (Expanding EWM)
FLR,2015-02-18,2015-01-19,Q1 2015,2015,Q1,0.9234565442810392,2015-01-20,2015-01-20,29,1.0177733443318282,0.3129417215361999,0.3185037425088579,1.212929791094775,0.2470768714100743,0.2675565763654173,0.25571273799447,ST/MT Ratio (Expanding EWM)
DGX,2015-01-29,2014-12-30,Q1 2015,2015,Q1,0.9166091794750848,2014-12-31,2014-12-31,29,1.1596088625186318,0.2083154999999999,0.2415645,0.9436695895848152,0.1420641751232126,0.1549888199947644,0.1548362863469451,ST/MT Ratio (Expanding EWM)
OKE,2015-02-23,2015-01-24,Q1 2015,2015,Q1,0.9734730316925774,2015-01-23,2015-01-23,31,1.1142911276486007,0.2850089999999999,0.317583,0.95024052726607,0.3644158192190823,0.3743460859778237,0.4029568639834834,ST/MT Ratio (Expanding EWM)
TOL,2015-02-24,2015-01-25,Q1 2015,2015,Q1,1.0198760839293672,2015-01-26,2015-01-26,29,1.0139913993037235,0.281511621053471,0.2854503625522686,1.0975229314230814,0.2275300884198512,0.2230958172322522,0.2389286954480008,ST/MT Ratio (Expanding EWM)
JNPR,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.096445859110525,2014-12-29,2014-12-29,29,1.196831275981546,0.2601889968336668,0.3114023290767959,1.0516529003580877,0.288928370554973,0.2635135772133444,0.2871115609792957,ST/MT Ratio (Expanding EWM)
EW,2015-02-03,2015-01-04,Q1 2015,2015,Q1,1.3795942874802287,2015-01-05,2015-01-05,29,1.144905100414089,0.2493424999999999,0.2854735,0.9691292455069316,0.3755039813344847,0.2721843550253655,0.2337222742652977,ST/MT Ratio (Expanding EWM)
KLAC,2015-01-22,2014-12-23,Q1 2015,2015,Q1,0.9820506535260676,2014-12-24,2014-12-24,29,1.153999455238787,0.22028,0.254203,1.1089453377640002,0.4228740805288626,0.4306031252161249,0.5214783434463581,ST/MT Ratio (Expanding EWM)
BEN,2015-01-30,2014-12-31,Q1 2015,2015,Q1,1.0618999133643148,2015-01-01,2015-01-02,29,0.9803909393472752,0.241572,0.236835,1.1349774246745254,0.1464283550684821,0.137892802537828,0.1219575867246868,ST/MT Ratio (Expanding EWM)
WDAY,2015-02-25,2015-01-26,Q1 2015,2015,Q1,1.377599371980306,2015-01-27,2015-01-27,29,1.2122509271151558,0.3301052122533139,0.4001703495996251,1.0662189237401083,0.4173114007731264,0.3029265323874525,0.2523254247212707,ST/MT Ratio (Expanding EWM)
ALK,2015-01-22,2014-12-23,Q1 2015,2015,Q1,0.7888419783500966,2014-12-24,2014-12-24,29,1.182738560233507,0.2233765,0.264196,0.7540928412103868,0.2078529727325741,0.2634912674998728,0.314513983879424,ST/MT Ratio (Expanding EWM)
SBAC,2015-02-26,2015-01-27,Q1 2015,2015,Q1,1.2859202095649211,2015-01-28,2015-01-28,29,1.0740906472579117,0.2022455,0.2172299999999999,0.9593148052678446,0.254903083793687,0.1982262055589989,0.1753094619962621,ST/MT Ratio (Expanding EWM)
NRG,2015-02-27,2015-01-28,Q1 2015,2015,Q1,1.1393197214315631,2015-01-29,2015-01-29,29,1.075513791238507,0.33282,0.3579525,0.9888249660944592,0.3950499688607704,0.3467419736791595,0.3229282853661863,ST/MT Ratio (Expanding EWM)
AVP,2015-02-12,2015-01-13,Q1 2015,2015,Q1,0.8600518347701154,2015-01-14,2015-01-14,29,1.1611302909117918,0.6042268639771969,0.7015861143465624,1.166068362728266,0.4159994966790084,0.4836911914619675,0.3660697440771553,ST/MT Ratio (Expanding EWM)
GT,2015-02-17,2015-01-18,Q1 2015,2015,Q1,0.9749862541893792,2015-01-19,2015-01-20,29,0.9612194942927368,0.3759133982278062,0.3613352865423961,1.1123119253167533,0.2579045345269698,0.2645212006003061,0.2710757738225977,ST/MT Ratio (Expanding EWM)
MMC,2015-02-06,2015-01-07,Q1 2015,2015,Q1,1.1641267421599988,2015-01-08,2015-01-08,29,0.8020898032508051,0.209302,0.167879,1.3797099538562951,0.1053150511398521,0.0904669975577088,0.085687899349951,ST/MT Ratio (Expanding EWM)
CAG,2015-03-26,2015-02-24,Q1 2015,2015,Q1,1.3017079776112168,2015-02-25,2015-02-25,29,1.1601150452340498,0.1704836666666666,0.1977806666666666,0.9617504731530478,0.3050104847937787,0.2343155992279527,0.2262783323029527,ST/MT Ratio (Expanding EWM)
BCR,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.1416383390116538,2014-12-31,2014-12-31,29,1.1097541645051587,0.185056,0.2053666666666666,1.092929926659888,0.1575995832639752,0.1380468558899426,0.1326778220642505,ST/MT Ratio (Expanding EWM)
CNX,2015-01-30,2014-12-31,Q1 2015,2015,Q1,1.3398107003436943,2015-01-01,2015-01-02,29,1.0631342703907831,0.337297,0.358592,1.1512818930675963,0.4344101822481327,0.324232506977811,0.2514859302866402,ST/MT Ratio (Expanding EWM)
PAYX,2015-03-25,2015-02-23,Q1 2015,2015,Q1,1.1766694592248754,2015-02-24,2015-02-24,29,1.1000521521929083,0.1457273333333333,0.1603076666666666,1.2560774618871031,0.1580762363423077,0.1343420916579577,0.1214087271181374,ST/MT Ratio (Expanding EWM)
RMD,2015-01-22,2014-12-23,Q1 2015,2015,Q1,1.3992389288346725,2014-12-24,2014-12-24,29,1.2705551069424603,0.2173365,0.276138,1.0206624239327358,0.3533754797584298,0.2525483478741772,0.1957246939655644,ST/MT Ratio (Expanding EWM)
RHT,2015-03-25,2015-02-23,Q1 2015,2015,Q1,1.511423036893285,2015-02-24,2015-02-24,29,1.3285277752440026,0.21926,0.291293,1.042974519940916,0.5271778726328613,0.3487957109059751,0.2270004463956003,ST/MT Ratio (Expanding EWM)
MSI,2015-02-04,2015-01-05,Q1 2015,2015,Q1,1.6162973289033673,2015-01-06,2015-01-06,29,1.010435770860096,0.247546,0.2501293333333333,0.9826202090592336,0.3131485222992687,0.1937443790195057,0.1388986646917287,ST/MT Ratio (Expanding EWM)
EQT,2015-02-05,2015-01-06,Q1 2015,2015,Q1,0.8661507694358099,2015-01-07,2015-01-07,29,0.934301381820558,0.4284565000000001,0.4003075,1.119997524446095,0.2848999273306782,0.3289264841457744,0.3537340905688317,ST/MT Ratio (Expanding EWM)
TXT,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.0349563574114116,2014-12-30,2014-12-30,29,1.2793635364335874,0.220154,0.281657,1.0066140529954108,0.1984110041838992,0.1917095370863331,0.2018917345323435,ST/MT Ratio (Expanding EWM)
MAS,2015-02-09,2015-01-10,Q1 2015,2015,Q1,1.1478921497686474,2015-01-09,2015-01-09,31,1.3037148014940465,0.2165929999999999,0.2823755,1.149222284191609,0.2166243367124409,0.1887148864604576,0.1429090828276171,ST/MT Ratio (Expanding EWM)
P,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.3907536199197952,2015-01-07,2015-01-07,29,1.3184529213394198,0.5202288631967414,0.6858972644468292,1.0100245531799557,0.9700817952932672,0.6975223946202721,0.4661509080167457,ST/MT Ratio (Expanding EWM)
MCO,2015-02-06,2015-01-07,Q1 2015,2015,Q1,1.4254701027097236,2015-01-08,2015-01-08,29,1.1495415053171625,0.203492,0.2339224999999999,1.0045004049909445,0.3289785419724221,0.2307859991921653,0.1300674404833387,ST/MT Ratio (Expanding EWM)
AMG,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.1103015355110224,2014-12-29,2014-12-29,29,1.0865595214542576,0.2148175,0.233412,1.0831999689624736,0.2297697789869125,0.2069435839167417,0.2063977274070564,ST/MT Ratio (Expanding EWM)
ASH,2015-01-26,2014-12-27,Q1 2015,2015,Q1,1.1632145611276214,2014-12-26,2014-12-26,31,1.3233950760642827,0.159317,0.2108393333333333,1.1274251769320411,0.1708379485431023,0.1468670993745916,0.1517345409626453,ST/MT Ratio (Expanding EWM)
FSLR,2015-02-24,2015-01-25,Q1 2015,2015,Q1,1.1772878635404331,2015-01-26,2015-01-26,29,1.1760564707772945,0.4791626754845514,0.5635223650585676,1.0874051358366648,0.5579270166035976,0.4739087472844198,0.3761819298104477,ST/MT Ratio (Expanding EWM)
NVDA,2015-02-11,2015-01-12,Q1 2015,2015,Q1,1.3500058584128465,2015-01-13,2015-01-13,29,1.1164064543801806,0.2976091657204908,0.3322527934930567,1.0894563078374289,0.3305406183101938,0.2448438399362197,0.1854737446971762,ST/MT Ratio (Expanding EWM)
KATE,2015-03-03,2015-02-01,Q1 2015,2015,Q1,0.952151071646871,2015-02-02,2015-02-02,29,1.023666191884417,0.4175013333333333,0.427382,1.0148736886795362,0.3439044907424317,0.3611868966839511,0.4644680897094676,ST/MT Ratio (Expanding EWM)
DKS,2015-03-03,2015-02-01,Q1 2015,2015,Q1,0.6270920195477182,2015-02-02,2015-02-02,29,1.4356089896003474,0.241835,0.3471805,0.7118258427793099,0.162822877039208,0.259647503019799,0.366465204837349,ST/MT Ratio (Expanding EWM)
MUR,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.3305711373357438,2014-12-30,2014-12-30,29,1.0641023338291746,0.3062135,0.3258425,1.0036964163198443,0.5001781765320057,0.3759123901736908,0.3212570787831298,ST/MT Ratio (Expanding EWM)
XEL,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.0272510923182838,2014-12-31,2014-12-31,29,1.09165966010117,0.290204,0.316804,1.1380861435411953,0.1710228444948662,0.1664859212842545,0.1777318317043817,ST/MT Ratio (Expanding EWM)
PTEN,2015-02-05,2015-01-06,Q1 2015,2015,Q1,1.1553034474058312,2015-01-07,2015-01-07,29,1.011338336939792,0.7042919999999999,0.7122775,1.002159725875478,0.7271766499028821,0.6294248074267556,0.5379368148314857,ST/MT Ratio (Expanding EWM)
DECK,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.606605118163135,2014-12-31,2014-12-31,29,1.449521055130804,0.3038251116905687,0.4404008964729476,1.0154404235456769,1.023465124846661,0.6370358921903662,0.2605866692513275,ST/MT Ratio (Expanding EWM)
COL,2015-01-23,2014-12-24,Q1 2015,2015,Q1,1.1018862188091676,2014-12-25,2014-12-24,29,1.0029064403026389,0.151732,0.152173,0.8200001080853225,0.1221374051499867,0.1108439356669542,0.1085297552773649,ST/MT Ratio (Expanding EWM)
MXIM,2015-01-22,2014-12-23,Q1 2015,2015,Q1,1.016448798950215,2014-12-24,2014-12-24,29,1.1350952695478067,0.2250806666666666,0.255488,1.1128252338266906,0.1906303066586122,0.1875454099168542,0.1827931804900686,ST/MT Ratio (Expanding EWM)
NTAP,2015-02-11,2015-01-12,Q1 2015,2015,Q1,1.614143728434671,2015-01-13,2015-01-13,29,1.181299709771617,0.2589372120959462,0.3058824534980129,1.1283116570327552,0.4705960095493276,0.2915452950436402,0.1640465238423691,ST/MT Ratio (Expanding EWM)
CY,2015-01-22,2014-12-23,Q1 2015,2015,Q1,0.8470716246436385,2014-12-24,2014-12-24,29,1.1076295963198883,0.3435764999999999,0.3805555,0.9023673439950958,0.3106641652494036,0.3667507637032459,0.4307701890609196,ST/MT Ratio (Expanding EWM)
CIT,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.3130947902393193,2014-12-29,2014-12-29,29,1.209129749112113,0.1754867499999999,0.21218625,1.2094947868987425,0.1978707707001251,0.1506903935427708,0.1123231095184281,ST/MT Ratio (Expanding EWM)
TSCO,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.0098542777143746,2014-12-30,2014-12-30,29,1.369535305313164,0.1991343333333333,0.2727215,1.0819244679956264,0.2542587582426936,0.2517776711489137,0.2697889566269962,ST/MT Ratio (Expanding EWM)
HBI,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.2147531200401898,2014-12-31,2014-12-31,29,1.342362116962354,0.1902065,0.255326,0.95604861635396,0.2682935362325974,0.2208626031137265,0.1910657274663118,ST/MT Ratio (Expanding EWM)
FOSL,2015-02-17,2015-01-18,Q1 2015,2015,Q1,1.6058760706210595,2015-01-19,2015-01-20,29,1.441927055341555,0.2677817669704547,0.3861217747218662,1.5961539837572898,0.7954822030947809,0.4953571559149858,0.2259066176906764,ST/MT Ratio (Expanding EWM)
UHS,2015-02-26,2015-01-27,Q1 2015,2015,Q1,0.9903974730361034,2015-01-28,2015-01-28,29,1.2244071992116834,0.2318864999999999,0.2839235,1.047922252010724,0.203362827218325,0.2053345578466674,0.2276490710557397,ST/MT Ratio (Expanding EWM)
BEAV,2015-01-29,2014-12-30,Q1 2015,2015,Q1,0.575420869298576,2014-12-31,2014-12-31,29,1.0152310057875182,0.303066,0.307682,0.9991988368297676,0.2984508672103929,0.5186653511093493,0.741093712529871,ST/MT Ratio (Expanding EWM)
PGR,2015-01-28,2014-12-29,Q1 2015,2015,Q1,1.251773065108284,2014-12-30,2014-12-30,29,0.8685214941434436,0.1547553333333333,0.1344083333333333,1.2564624342675237,0.1613878880649192,0.1289274330654801,0.097450858989733,ST/MT Ratio (Expanding EWM)
THC,2015-02-23,2015-01-24,Q1 2015,2015,Q1,0.8027857067645535,2015-01-23,2015-01-23,31,1.2560862686480243,0.309081,0.3882324,1.031415804768303,0.2396769164252642,0.2985565318436322,0.36440657220595,ST/MT Ratio (Expanding EWM)
NTRS,2015-01-21,2014-12-22,Q1 2015,2015,Q1,1.4461083832617805,2014-12-23,2014-12-23,29,1.1598126820461103,0.141791,0.164451,1.0015893646779594,0.2997594252000931,0.2072869700983051,0.1219681062667901,ST/MT Ratio (Expanding EWM)
SRE,2015-02-26,2015-01-27,Q1 2015,2015,Q1,1.1205677691218132,2015-01-28,2015-01-28,29,1.2065018748131808,0.1321465,0.159435,0.8322401960784315,0.2319594023371984,0.2070016724816068,0.143189203629141,ST/MT Ratio (Expanding EWM)
XRX,2015-01-30,2014-12-31,Q1 2015,2015,Q1,0.9421438535926232,2015-01-01,2015-01-02,29,1.27463922829582,0.194375,0.247758,0.9330194068036616,0.1476229934032928,0.1566883792112749,0.1765775351943517,ST/MT Ratio (Expanding EWM)
ETFC,2015-01-22,2014-12-23,Q1 2015,2015,Q1,1.5217869683753016,2014-12-24,2014-12-24,29,1.1880341955452451,0.2727335776793691,0.3240168165564859,0.9407632453963912,0.5067497610878562,0.3329965176590223,0.207482176380424,ST/MT Ratio (Expanding EWM)
GRPN,2015-02-12,2015-01-13,Q1 2015,2015,Q1,1.0963124016849366,2015-01-14,2015-01-14,29,1.4261015087671134,0.5256985532875053,0.7496995,0.970845959784442,0.4570541731157214,0.4169013981902139,0.4624980059609926,ST/MT Ratio (Expanding EWM)
JNS,2015-01-22,2014-12-23,Q1 2015,2015,Q1,1.1126768602304864,2014-12-24,2014-12-24,29,1.19359337804601,0.2530975,0.3020955,1.043241191010873,0.55061294526201,0.494854314798955,0.530062142687687,ST/MT Ratio (Expanding EWM)
BKD,2015-02-04,2015-01-05,Q1 2015,2015,Q1,1.4765071305377206,2015-01-06,2015-01-06,29,1.2515503960547272,0.229135,0.286774,1.064197139666359,0.4837848905566854,0.3276549639015279,0.1687538152667644,ST/MT Ratio (Expanding EWM)
TDG,2015-01-27,2014-12-28,Q1 2015,2015,Q1,1.0759887823658516,2014-12-29,2014-12-29,29,1.3948545778029229,0.1343329999999999,0.1873749999999999,0.960398057795734,0.1406276324545347,0.1306961882495902,0.1244377739688465,ST/MT Ratio (Expanding EWM)
DNKN,2015-02-05,2015-01-06,Q1 2015,2015,Q1,0.9839981587297482,2015-01-07,2015-01-07,29,0.9114409029011932,0.2816255,0.256685,0.9089458892315908,0.3050708446495514,0.3100319263232871,0.3240489409515106,ST/MT Ratio (Expanding EWM)
CMS,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.1037720453093238,2014-12-31,2014-12-31,29,1.0742227406768732,0.138017,0.148261,0.6462650015686384,0.1947996264318931,0.1764853778094208,0.1750567290405657,ST/MT Ratio (Expanding EWM)
UTHR,2015-02-24,2015-01-25,Q1 2015,2015,Q1,0.8630342506862304,2015-01-26,2015-01-26,29,1.0448851074649457,0.3828069999999999,0.3999893333333333,1.0604236385051131,0.1904816333161679,0.2207115571192092,0.263409062991874,ST/MT Ratio (Expanding EWM)
DDD,2015-02-26,2015-01-27,Q1 2015,2015,Q1,0.8443485680572979,2015-01-28,2015-01-28,29,1.1275454370211522,0.5221513158969188,0.5887493336741609,1.0544268758847162,0.3639019348935871,0.4309854349973772,0.4453897951084735,ST/MT Ratio (Expanding EWM)
SYNA,2015-01-29,2014-12-30,Q1 2015,2015,Q1,1.2808555803755175,2014-12-31,2014-12-31,29,1.1776371892636697,0.4177380300634566,0.4919438395724714,1.0171627350368055,0.6900904512059738,0.5387730371629056,0.4177537903964053,ST/MT Ratio (Expanding EWM)
CNP,2015-02-26,2015-01-27,Q1 2015,2015,Q1,1.0274212890604617,2015-01-28,2015-01-28,29,1.0789892635952396,0.2060279999999999,0.222302,1.1399240649654865,0.2373529985595056,0.2310181822069854,0.1772068619264122,ST/MT Ratio (Expanding EWM)
PKG,2015-01-26,2014-12-27,Q1 2015,2015,Q1,1.3958554056916326,2014-12-26,2014-12-26,31,1.195705363748135,0.1905943333333333,0.2278946666666666,1.051947177628172,0.3223930014580714,0.2309644681988596,0.188389881904991,ST/MT Ratio (Expanding EWM)
